document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
74c6bb8d3aa480a95207e0085fc1c4c0,research_results/documents/parsed/74c6bb8d3aa480a95207e0085fc1c4c0.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,bipoc,shall; must; agreement; statewide; policy; contract; required; mandatory; standard,hiring; procurement; training; housing,59426
e074d302eac8c1251ce84c7611f87a01,research_results/documents/parsed/e074d302eac8c1251ce84c7611f87a01.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,safe space; bipoc,must; agreement; applicability; statewide; policy; contract; required; standard,hiring; procurement; training; housing,108807
2cb743c45485324adc632bb0642bc614,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,equity plan; lived experience,shall; must; agreement; statewide; policy; contract; required; mandatory; standard,hiring; procurement; training; housing,141010
07a1076fa131f26b2cdcc68681afddbb,research_results/documents/parsed/07a1076fa131f26b2cdcc68681afddbb.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,equity plan; safe space,shall; must; statewide; policy; contract; mandatory,hiring; procurement; training; housing,49914
544d76b9a259616a1c691b4f98098735,research_results/documents/parsed/544d76b9a259616a1c691b4f98098735.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,equity plan; safe space,shall; must; statewide; policy; contract; mandatory,hiring; procurement; training; housing,49914
6431de02c3af80fab467e7aebdc1d17c,research_results/documents/parsed/6431de02c3af80fab467e7aebdc1d17c.txt,3,dei; equity; diversity; underserved; inclusion,bipoc,shall; must; agreement; statewide; policy; contract; required; standard,hiring; procurement; training; housing,76622
a2f08c4c1146471bbf56e2808875d0b6,research_results/documents/parsed/a2f08c4c1146471bbf56e2808875d0b6.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,lived experience; bipoc,shall; must; agreement; statewide; policy; contract; required; standard,hiring; procurement; training; housing,147683
bbfc77a24628ff8e29dd977ba4c66095,research_results/documents/parsed/bbfc77a24628ff8e29dd977ba4c66095.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,bipoc,must; agreement; statewide; policy; contract; required; standard,hiring; procurement; training; housing,69963
f05cefc6c4eb4225c881409d8daadc29,research_results/documents/parsed/f05cefc6c4eb4225c881409d8daadc29.txt,3,dei; equity; diversity; underserved; inclusion,bipoc,shall; agreement; statewide; policy; contract; required; standard,hiring; procurement; training; housing,85456
0a3c2fb7aaa8fce1b2fcc321ae18e5b9,research_results/documents/parsed/0a3c2fb7aaa8fce1b2fcc321ae18e5b9.txt,3,dei; equity; diversity; underserved; inclusion,cultural competence; lived experience,shall; must; statewide; policy; contract; required; standard,hiring; procurement; training; housing,31368
b3b027941a48b0372a0fe52293173996,research_results/documents/parsed/b3b027941a48b0372a0fe52293173996.txt,3,dei; underrepresented; equity; diversity; underserved; inclusion,safe space; bipoc,must; agreement; applicability; statewide; policy; contract; required; standard,hiring; procurement; training; housing,186852
4260e59b296ab49cb9ae241fbba37c68,research_results/documents/parsed/4260e59b296ab49cb9ae241fbba37c68.txt,3,dei; underrepresented; equity; diversity; inclusion,cultural competence,shall; agreement; statewide; policy; contract; required,hiring; procurement; training; housing,38034
1d20c2a61ee7a30f077fe8e8eeba2667,research_results/documents/parsed/1d20c2a61ee7a30f077fe8e8eeba2667.txt,3,dei; underrepresented; deib; equity; diversity; inclusion,lived experience; bipoc,must; policy; agreement,hiring; training; housing,18877
592594abd4eb6a8bad89ce62855bb42e,research_results/documents/parsed/592594abd4eb6a8bad89ce62855bb42e.txt,2,dei; equity; diversity; underserved; inclusion,,must; applicability; contract; required; standard,hiring; procurement; housing,21859
645b1f978c1291384280119d20b07e77,research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt,2,dei; underrepresented; equity; diversity; inclusion,,shall; must; agreement; statewide; policy; contract; required; mandatory; standard,hiring; procurement; training; housing,67969
39aacc6287ece4d98183827562496c5e,research_results/documents/parsed/39aacc6287ece4d98183827562496c5e.txt,2,equity; inclusion; dei; diversity,,mandatory; statewide; contract; shall,procurement; housing,13084
f17c22e859e2c48b5a346d23fc10a3c0,research_results/documents/parsed/f17c22e859e2c48b5a346d23fc10a3c0.txt,2,equity; inclusion; diversity; underserved,,must; statewide; standard; policy,hiring; housing,15914
0605239e9e394ac73f36ee2d115a566f,research_results/documents/parsed/0605239e9e394ac73f36ee2d115a566f.txt,2,equity; inclusion; dei; diversity,,shall; must; statewide; required; standard,hiring; training; housing,11831
ffb8613e7bb63a09a1349a4f4cd7e90b,research_results/documents/parsed/ffb8613e7bb63a09a1349a4f4cd7e90b.txt,2,dei; underrepresented; equity; diversity; underserved; inclusion,,must; standard; policy; required,training; housing,22565
57a271a61cfdda6b8b76a264c5c1a897,research_results/documents/parsed/57a271a61cfdda6b8b76a264c5c1a897.txt,2,dei; underrepresented; equity; diversity; underserved; inclusion,,applicable to; ordinance; shall; must; agreement; statewide; policy; contract; required; standard,hiring; procurement; training; housing,114632
6e6c69b294212c64d1c617f261e70841,research_results/documents/parsed/6e6c69b294212c64d1c617f261e70841.txt,2,dei; underrepresented; equity; diversity; underserved; inclusion,,must; policy,hiring; procurement; training; housing,36369
301c581abbfcce15c8336a36b2946da3,research_results/documents/parsed/301c581abbfcce15c8336a36b2946da3.txt,2,equity; inclusion; dei; diversity,,shall; policy,hiring; training,6892
60ff12d7e79e6a9763b86f62b24ac6f4,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt,2,dei; underrepresented; deib; equity; diversity; inclusion,,must; statewide; contract; required; standard,hiring; procurement; training; housing,82412
9992a1019c1a850d63d4e6c5f0ef450b,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt,1,equity; inclusion; dei; diversity,,,training,8230
